"Town","FIPS","Year","Measure Type","Variable","Value"
"Andover","0901301080","2010","Number","DUI Crashes",2
"Andover","0901301080","2010","Number","DUI Fatalities",0
"Andover","0901301080","2010","Number","DUI Injuries",0
"Andover","0901301080","2011","Number","DUI Crashes",0
"Andover","0901301080","2011","Number","DUI Fatalities",0
"Andover","0901301080","2011","Number","DUI Injuries",0
"Andover","0901301080","2012","Number","DUI Crashes",1
"Andover","0901301080","2012","Number","DUI Fatalities",0
"Andover","0901301080","2012","Number","DUI Injuries",0
"Andover","0901301080","2013","Number","DUI Crashes",4
"Andover","0901301080","2013","Number","DUI Fatalities",0
"Andover","0901301080","2013","Number","DUI Injuries",1
"Andover","0901301080","2014","Number","DUI Crashes",2
"Andover","0901301080","2014","Number","DUI Fatalities",0
"Andover","0901301080","2014","Number","DUI Injuries",0
"Andover","0901301080","2015","Number","DUI Crashes",5
"Andover","0901301080","2015","Number","DUI Fatalities",1
"Andover","0901301080","2015","Number","DUI Injuries",1
"Andover","0901301080","2016","Number","DUI Crashes",0
"Andover","0901301080","2016","Number","DUI Fatalities",0
"Andover","0901301080","2016","Number","DUI Injuries",0
"Andover","0901301080","2017","Number","DUI Crashes",3
"Andover","0901301080","2017","Number","DUI Fatalities",0
"Andover","0901301080","2017","Number","DUI Injuries",0
"Andover","0901301080","2018","Number","DUI Crashes",3
"Andover","0901301080","2018","Number","DUI Fatalities",0
"Andover","0901301080","2018","Number","DUI Injuries",1
"Ansonia","0900901220","2010","Number","DUI Crashes",10
"Ansonia","0900901220","2010","Number","DUI Fatalities",0
"Ansonia","0900901220","2010","Number","DUI Injuries",2
"Ansonia","0900901220","2011","Number","DUI Crashes",0
"Ansonia","0900901220","2011","Number","DUI Fatalities",0
"Ansonia","0900901220","2011","Number","DUI Injuries",0
"Ansonia","0900901220","2012","Number","DUI Crashes",13
"Ansonia","0900901220","2012","Number","DUI Fatalities",0
"Ansonia","0900901220","2012","Number","DUI Injuries",2
"Ansonia","0900901220","2013","Number","DUI Crashes",10
"Ansonia","0900901220","2013","Number","DUI Fatalities",0
"Ansonia","0900901220","2013","Number","DUI Injuries",1
"Ansonia","0900901220","2014","Number","DUI Crashes",4
"Ansonia","0900901220","2014","Number","DUI Fatalities",0
"Ansonia","0900901220","2014","Number","DUI Injuries",0
"Ansonia","0900901220","2015","Number","DUI Crashes",14
"Ansonia","0900901220","2015","Number","DUI Fatalities",0
"Ansonia","0900901220","2015","Number","DUI Injuries",6
"Ansonia","0900901220","2016","Number","DUI Crashes",26
"Ansonia","0900901220","2016","Number","DUI Fatalities",0
"Ansonia","0900901220","2016","Number","DUI Injuries",12
"Ansonia","0900901220","2017","Number","DUI Crashes",18
"Ansonia","0900901220","2017","Number","DUI Fatalities",0
"Ansonia","0900901220","2017","Number","DUI Injuries",7
"Ansonia","0900901220","2018","Number","DUI Crashes",16
"Ansonia","0900901220","2018","Number","DUI Fatalities",0
"Ansonia","0900901220","2018","Number","DUI Injuries",10
"Ashford","0901501430","2010","Number","DUI Crashes",4
