"Town","FIPS","Year","Measure Type","Variable","Value"
"Andover","0901301080","2015","Number","DUI Crashes",5
"Andover","0901301080","2015","Number","DUI Fatalities",1
"Andover","0901301080","2015","Number","DUI Injuries",2
"Andover","0901301080","2016","Number","DUI Crashes",1
"Andover","0901301080","2016","Number","DUI Fatalities",0
"Andover","0901301080","2016","Number","DUI Injuries",1
"Andover","0901301080","2017","Number","DUI Crashes",3
"Andover","0901301080","2017","Number","DUI Fatalities",0
"Andover","0901301080","2017","Number","DUI Injuries",0
"Andover","0901301080","2018","Number","DUI Crashes",3
"Andover","0901301080","2018","Number","DUI Fatalities",0
"Andover","0901301080","2018","Number","DUI Injuries",1
"Andover","0901301080","2019","Number","DUI Crashes",2
"Andover","0901301080","2019","Number","DUI Fatalities",0
"Andover","0901301080","2019","Number","DUI Injuries",0
"Ansonia","0900901220","2015","Number","DUI Crashes",14
"Ansonia","0900901220","2015","Number","DUI Fatalities",0
"Ansonia","0900901220","2015","Number","DUI Injuries",9
"Ansonia","0900901220","2016","Number","DUI Crashes",27
"Ansonia","0900901220","2016","Number","DUI Fatalities",0
"Ansonia","0900901220","2016","Number","DUI Injuries",20
"Ansonia","0900901220","2017","Number","DUI Crashes",18
"Ansonia","0900901220","2017","Number","DUI Fatalities",0
"Ansonia","0900901220","2017","Number","DUI Injuries",10
"Ansonia","0900901220","2018","Number","DUI Crashes",20
"Ansonia","0900901220","2018","Number","DUI Fatalities",0
"Ansonia","0900901220","2018","Number","DUI Injuries",14
"Ansonia","0900901220","2019","Number","DUI Crashes",10
"Ansonia","0900901220","2019","Number","DUI Fatalities",0
"Ansonia","0900901220","2019","Number","DUI Injuries",10
"Ashford","0901501430","2015","Number","DUI Crashes",4
"Ashford","0901501430","2015","Number","DUI Fatalities",1
"Ashford","0901501430","2015","Number","DUI Injuries",1
"Ashford","0901501430","2016","Number","DUI Crashes",2
"Ashford","0901501430","2016","Number","DUI Fatalities",0
"Ashford","0901501430","2016","Number","DUI Injuries",4
"Ashford","0901501430","2017","Number","DUI Crashes",2
"Ashford","0901501430","2017","Number","DUI Fatalities",0
"Ashford","0901501430","2017","Number","DUI Injuries",1
"Ashford","0901501430","2018","Number","DUI Crashes",2
"Ashford","0901501430","2018","Number","DUI Fatalities",0
"Ashford","0901501430","2018","Number","DUI Injuries",0
"Ashford","0901501430","2019","Number","DUI Crashes",1
"Ashford","0901501430","2019","Number","DUI Fatalities",0
"Ashford","0901501430","2019","Number","DUI Injuries",1
"Avon","0900302060","2015","Number","DUI Crashes",7
"Avon","0900302060","2015","Number","DUI Fatalities",0
"Avon","0900302060","2015","Number","DUI Injuries",1
"Avon","0900302060","2016","Number","DUI Crashes",7
"Avon","0900302060","2016","Number","DUI Fatalities",0
"Avon","0900302060","2016","Number","DUI Injuries",6
"Avon","0900302060","2017","Number","DUI Crashes",6
"Avon","0900302060","2017","Number","DUI Fatalities",0
"Avon","0900302060","2017","Number","DUI Injuries",2
"Avon","0900302060","2018","Number","DUI Crashes",6
"Avon","0900302060","2018","Number","DUI Fatalities",0
"Avon","0900302060","2018","Number","DUI Injuries",2
"Avon","0900302060","2019","Number","DUI Crashes",6
"Avon","0900302060","2019","Number","DUI Fatalities",1
"Avon","0900302060","2019","Number","DUI Injuries",2
"Barkhamsted","0900502760","2015","Number","DUI Crashes",2
"Barkhamsted","0900502760","2015","Number","DUI Fatalities",1
"Barkhamsted","0900502760","2015","Number","DUI Injuries",1
"Barkhamsted","0900502760","2016","Number","DUI Crashes",1
"Barkhamsted","0900502760","2016","Number","DUI Fatalities",1
"Barkhamsted","0900502760","2016","Number","DUI Injuries",0
"Barkhamsted","0900502760","2017","Number","DUI Crashes",2
"Barkhamsted","0900502760","2017","Number","DUI Fatalities",0
"Barkhamsted","0900502760","2017","Number","DUI Injuries",1
"Barkhamsted","0900502760","2018","Number","DUI Crashes",3
"Barkhamsted","0900502760","2018","Number","DUI Fatalities",0
"Barkhamsted","0900502760","2018","Number","DUI Injuries",2
"Barkhamsted","0900502760","2019","Number","DUI Crashes",2
"Barkhamsted","0900502760","2019","Number","DUI Fatalities",0
"Barkhamsted","0900502760","2019","Number","DUI Injuries",3
"Beacon Falls","0900903250","2015","Number","DUI Crashes",8
"Beacon Falls","0900903250","2015","Number","DUI Fatalities",0
"Beacon Falls","0900903250","2015","Number","DUI Injuries",8
"Beacon Falls","0900903250","2016","Number","DUI Crashes",4
"Beacon Falls","0900903250","2016","Number","DUI Fatalities",0
"Beacon Falls","0900903250","2016","Number","DUI Injuries",6
"Beacon Falls","0900903250","2017","Number","DUI Crashes",2
"Beacon Falls","0900903250","2017","Number","DUI Fatalities",0
"Beacon Falls","0900903250","2017","Number","DUI Injuries",1
"Beacon Falls","0900903250","2018","Number","DUI Crashes",4
"Beacon Falls","0900903250","2018","Number","DUI Fatalities",0
"Beacon Falls","0900903250","2018","Number","DUI Injuries",0
"Beacon Falls","0900903250","2019","Number","DUI Crashes",0
"Beacon Falls","0900903250","2019","Number","DUI Fatalities",0
"Beacon Falls","0900903250","2019","Number","DUI Injuries",0
"Berlin","0900304300","2015","Number","DUI Crashes",27
"Berlin","0900304300","2015","Number","DUI Fatalities",1
"Berlin","0900304300","2015","Number","DUI Injuries",6
"Berlin","0900304300","2016","Number","DUI Crashes",26
"Berlin","0900304300","2016","Number","DUI Fatalities",0
"Berlin","0900304300","2016","Number","DUI Injuries",10
"Berlin","0900304300","2017","Number","DUI Crashes",26
"Berlin","0900304300","2017","Number","DUI Fatalities",0
"Berlin","0900304300","2017","Number","DUI Injuries",21
"Berlin","0900304300","2018","Number","DUI Crashes",22
"Berlin","0900304300","2018","Number","DUI Fatalities",0
"Berlin","0900304300","2018","Number","DUI Injuries",14
"Berlin","0900304300","2019","Number","DUI Crashes",18
"Berlin","0900304300","2019","Number","DUI Fatalities",0
"Berlin","0900304300","2019","Number","DUI Injuries",3
"Bethany","0900904580","2015","Number","DUI Crashes",4
"Bethany","0900904580","2015","Number","DUI Fatalities",1
"Bethany","0900904580","2015","Number","DUI Injuries",4
"Bethany","0900904580","2016","Number","DUI Crashes",3
"Bethany","0900904580","2016","Number","DUI Fatalities",0
"Bethany","0900904580","2016","Number","DUI Injuries",5
"Bethany","0900904580","2017","Number","DUI Crashes",6
"Bethany","0900904580","2017","Number","DUI Fatalities",1
"Bethany","0900904580","2017","Number","DUI Injuries",5
"Bethany","0900904580","2018","Number","DUI Crashes",1
"Bethany","0900904580","2018","Number","DUI Fatalities",1
"Bethany","0900904580","2018","Number","DUI Injuries",0
"Bethany","0900904580","2019","Number","DUI Crashes",1
"Bethany","0900904580","2019","Number","DUI Fatalities",0
"Bethany","0900904580","2019","Number","DUI Injuries",1
"Bethel","0900104720","2015","Number","DUI Crashes",21
"Bethel","0900104720","2015","Number","DUI Fatalities",0
"Bethel","0900104720","2015","Number","DUI Injuries",7
"Bethel","0900104720","2016","Number","DUI Crashes",21
"Bethel","0900104720","2016","Number","DUI Fatalities",0
"Bethel","0900104720","2016","Number","DUI Injuries",7
"Bethel","0900104720","2017","Number","DUI Crashes",18
"Bethel","0900104720","2017","Number","DUI Fatalities",0
"Bethel","0900104720","2017","Number","DUI Injuries",10
"Bethel","0900104720","2018","Number","DUI Crashes",10
"Bethel","0900104720","2018","Number","DUI Fatalities",0
"Bethel","0900104720","2018","Number","DUI Injuries",5
"Bethel","0900104720","2019","Number","DUI Crashes",10
"Bethel","0900104720","2019","Number","DUI Fatalities",0
"Bethel","0900104720","2019","Number","DUI Injuries",3
"Bethlehem","0900504930","2015","Number","DUI Crashes",4
"Bethlehem","0900504930","2015","Number","DUI Fatalities",0
"Bethlehem","0900504930","2015","Number","DUI Injuries",2
"Bethlehem","0900504930","2016","Number","DUI Crashes",2
"Bethlehem","0900504930","2016","Number","DUI Fatalities",0
"Bethlehem","0900504930","2016","Number","DUI Injuries",1
"Bethlehem","0900504930","2017","Number","DUI Crashes",3
"Bethlehem","0900504930","2017","Number","DUI Fatalities",0
"Bethlehem","0900504930","2017","Number","DUI Injuries",1
"Bethlehem","0900504930","2018","Number","DUI Crashes",2
"Bethlehem","0900504930","2018","Number","DUI Fatalities",0
"Bethlehem","0900504930","2018","Number","DUI Injuries",1
"Bethlehem","0900504930","2019","Number","DUI Crashes",3
"Bethlehem","0900504930","2019","Number","DUI Fatalities",0
"Bethlehem","0900504930","2019","Number","DUI Injuries",0
"Bloomfield","0900305910","2015","Number","DUI Crashes",18
"Bloomfield","0900305910","2015","Number","DUI Fatalities",1
"Bloomfield","0900305910","2015","Number","DUI Injuries",10
"Bloomfield","0900305910","2016","Number","DUI Crashes",10
"Bloomfield","0900305910","2016","Number","DUI Fatalities",0
"Bloomfield","0900305910","2016","Number","DUI Injuries",6
"Bloomfield","0900305910","2017","Number","DUI Crashes",10
"Bloomfield","0900305910","2017","Number","DUI Fatalities",0
"Bloomfield","0900305910","2017","Number","DUI Injuries",7
"Bloomfield","0900305910","2018","Number","DUI Crashes",17
"Bloomfield","0900305910","2018","Number","DUI Fatalities",0
"Bloomfield","0900305910","2018","Number","DUI Injuries",17
"Bloomfield","0900305910","2019","Number","DUI Crashes",21
"Bloomfield","0900305910","2019","Number","DUI Fatalities",0
"Bloomfield","0900305910","2019","Number","DUI Injuries",4
"Bolton","0901306260","2015","Number","DUI Crashes",9
"Bolton","0901306260","2015","Number","DUI Fatalities",0
"Bolton","0901306260","2015","Number","DUI Injuries",6
"Bolton","0901306260","2016","Number","DUI Crashes",3
"Bolton","0901306260","2016","Number","DUI Fatalities",0
"Bolton","0901306260","2016","Number","DUI Injuries",0
"Bolton","0901306260","2017","Number","DUI Crashes",2
"Bolton","0901306260","2017","Number","DUI Fatalities",0
"Bolton","0901306260","2017","Number","DUI Injuries",0
"Bolton","0901306260","2018","Number","DUI Crashes",6
"Bolton","0901306260","2018","Number","DUI Fatalities",2
"Bolton","0901306260","2018","Number","DUI Injuries",3
"Bolton","0901306260","2019","Number","DUI Crashes",3
"Bolton","0901306260","2019","Number","DUI Fatalities",0
"Bolton","0901306260","2019","Number","DUI Injuries",1
"Bozrah","0901106820","2015","Number","DUI Crashes",3
"Bozrah","0901106820","2015","Number","DUI Fatalities",0
"Bozrah","0901106820","2015","Number","DUI Injuries",1
"Bozrah","0901106820","2016","Number","DUI Crashes",0
"Bozrah","0901106820","2016","Number","DUI Fatalities",0
"Bozrah","0901106820","2016","Number","DUI Injuries",0
"Bozrah","0901106820","2017","Number","DUI Crashes",2
"Bozrah","0901106820","2017","Number","DUI Fatalities",0
"Bozrah","0901106820","2017","Number","DUI Injuries",0
"Bozrah","0901106820","2018","Number","DUI Crashes",5
"Bozrah","0901106820","2018","Number","DUI Fatalities",0
"Bozrah","0901106820","2018","Number","DUI Injuries",2
"Bozrah","0901106820","2019","Number","DUI Crashes",4
"Bozrah","0901106820","2019","Number","DUI Fatalities",0
"Bozrah","0901106820","2019","Number","DUI Injuries",0
"Branford","0900907310","2015","Number","DUI Crashes",27
"Branford","0900907310","2015","Number","DUI Fatalities",0
"Branford","0900907310","2015","Number","DUI Injuries",20
"Branford","0900907310","2016","Number","DUI Crashes",36
"Branford","0900907310","2016","Number","DUI Fatalities",1
"Branford","0900907310","2016","Number","DUI Injuries",21
"Branford","0900907310","2017","Number","DUI Crashes",40
"Branford","0900907310","2017","Number","DUI Fatalities",0
"Branford","0900907310","2017","Number","DUI Injuries",25
"Branford","0900907310","2018","Number","DUI Crashes",32
"Branford","0900907310","2018","Number","DUI Fatalities",0
"Branford","0900907310","2018","Number","DUI Injuries",23
"Branford","0900907310","2019","Number","DUI Crashes",24
"Branford","0900907310","2019","Number","DUI Fatalities",0
"Branford","0900907310","2019","Number","DUI Injuries",10
"Bridgeport","0900108070","2015","Number","DUI Crashes",64
"Bridgeport","0900108070","2015","Number","DUI Fatalities",2
"Bridgeport","0900108070","2015","Number","DUI Injuries",64
"Bridgeport","0900108070","2016","Number","DUI Crashes",92
"Bridgeport","0900108070","2016","Number","DUI Fatalities",4
"Bridgeport","0900108070","2016","Number","DUI Injuries",98
"Bridgeport","0900108070","2017","Number","DUI Crashes",86
"Bridgeport","0900108070","2017","Number","DUI Fatalities",2
"Bridgeport","0900108070","2017","Number","DUI Injuries",87
"Bridgeport","0900108070","2018","Number","DUI Crashes",88
"Bridgeport","0900108070","2018","Number","DUI Fatalities",1
"Bridgeport","0900108070","2018","Number","DUI Injuries",77
"Bridgeport","0900108070","2019","Number","DUI Crashes",93
"Bridgeport","0900108070","2019","Number","DUI Fatalities",1
"Bridgeport","0900108070","2019","Number","DUI Injuries",78
"Bridgewater","0900508210","2015","Number","DUI Crashes",2
"Bridgewater","0900508210","2015","Number","DUI Fatalities",0
"Bridgewater","0900508210","2015","Number","DUI Injuries",1
"Bridgewater","0900508210","2016","Number","DUI Crashes",1
"Bridgewater","0900508210","2016","Number","DUI Fatalities",1
"Bridgewater","0900508210","2016","Number","DUI Injuries",1
"Bridgewater","0900508210","2017","Number","DUI Crashes",0
"Bridgewater","0900508210","2017","Number","DUI Fatalities",0
"Bridgewater","0900508210","2017","Number","DUI Injuries",0
"Bridgewater","0900508210","2018","Number","DUI Crashes",0
"Bridgewater","0900508210","2018","Number","DUI Fatalities",0
"Bridgewater","0900508210","2018","Number","DUI Injuries",0
"Bridgewater","0900508210","2019","Number","DUI Crashes",1
"Bridgewater","0900508210","2019","Number","DUI Fatalities",0
"Bridgewater","0900508210","2019","Number","DUI Injuries",0
"Bristol","0900308490","2015","Number","DUI Crashes",84
"Bristol","0900308490","2015","Number","DUI Fatalities",3
"Bristol","0900308490","2015","Number","DUI Injuries",48
"Bristol","0900308490","2016","Number","DUI Crashes",95
"Bristol","0900308490","2016","Number","DUI Fatalities",0
"Bristol","0900308490","2016","Number","DUI Injuries",58
"Bristol","0900308490","2017","Number","DUI Crashes",101
"Bristol","0900308490","2017","Number","DUI Fatalities",0
"Bristol","0900308490","2017","Number","DUI Injuries",50
"Bristol","0900308490","2018","Number","DUI Crashes",66
"Bristol","0900308490","2018","Number","DUI Fatalities",2
"Bristol","0900308490","2018","Number","DUI Injuries",17
"Bristol","0900308490","2019","Number","DUI Crashes",57
"Bristol","0900308490","2019","Number","DUI Fatalities",0
"Bristol","0900308490","2019","Number","DUI Injuries",22
"Brookfield","0900108980","2015","Number","DUI Crashes",7
"Brookfield","0900108980","2015","Number","DUI Fatalities",0
"Brookfield","0900108980","2015","Number","DUI Injuries",3
"Brookfield","0900108980","2016","Number","DUI Crashes",10
"Brookfield","0900108980","2016","Number","DUI Fatalities",1
"Brookfield","0900108980","2016","Number","DUI Injuries",5
"Brookfield","0900108980","2017","Number","DUI Crashes",19
"Brookfield","0900108980","2017","Number","DUI Fatalities",0
"Brookfield","0900108980","2017","Number","DUI Injuries",6
"Brookfield","0900108980","2018","Number","DUI Crashes",17
"Brookfield","0900108980","2018","Number","DUI Fatalities",0
"Brookfield","0900108980","2018","Number","DUI Injuries",19
"Brookfield","0900108980","2019","Number","DUI Crashes",16
"Brookfield","0900108980","2019","Number","DUI Fatalities",1
"Brookfield","0900108980","2019","Number","DUI Injuries",9
"Brooklyn","0901509190","2015","Number","DUI Crashes",4
"Brooklyn","0901509190","2015","Number","DUI Fatalities",0
"Brooklyn","0901509190","2015","Number","DUI Injuries",2
"Brooklyn","0901509190","2016","Number","DUI Crashes",6
"Brooklyn","0901509190","2016","Number","DUI Fatalities",1
"Brooklyn","0901509190","2016","Number","DUI Injuries",0
"Brooklyn","0901509190","2017","Number","DUI Crashes",6
"Brooklyn","0901509190","2017","Number","DUI Fatalities",0
"Brooklyn","0901509190","2017","Number","DUI Injuries",4
"Brooklyn","0901509190","2018","Number","DUI Crashes",7
"Brooklyn","0901509190","2018","Number","DUI Fatalities",1
"Brooklyn","0901509190","2018","Number","DUI Injuries",5
"Brooklyn","0901509190","2019","Number","DUI Crashes",6
"Brooklyn","0901509190","2019","Number","DUI Fatalities",1
"Brooklyn","0901509190","2019","Number","DUI Injuries",4
"Burlington","0900310100","2015","Number","DUI Crashes",6
"Burlington","0900310100","2015","Number","DUI Fatalities",0
"Burlington","0900310100","2015","Number","DUI Injuries",2
"Burlington","0900310100","2016","Number","DUI Crashes",4
"Burlington","0900310100","2016","Number","DUI Fatalities",0
"Burlington","0900310100","2016","Number","DUI Injuries",4
"Burlington","0900310100","2017","Number","DUI Crashes",10
"Burlington","0900310100","2017","Number","DUI Fatalities",0
"Burlington","0900310100","2017","Number","DUI Injuries",6
"Burlington","0900310100","2018","Number","DUI Crashes",7
"Burlington","0900310100","2018","Number","DUI Fatalities",0
"Burlington","0900310100","2018","Number","DUI Injuries",5
"Burlington","0900310100","2019","Number","DUI Crashes",5
"Burlington","0900310100","2019","Number","DUI Fatalities",0
"Burlington","0900310100","2019","Number","DUI Injuries",1
"Canaan","0900510940","2015","Number","DUI Crashes",3
"Canaan","0900510940","2015","Number","DUI Fatalities",0
"Canaan","0900510940","2015","Number","DUI Injuries",3
"Canaan","0900510940","2016","Number","DUI Crashes",2
"Canaan","0900510940","2016","Number","DUI Fatalities",0
"Canaan","0900510940","2016","Number","DUI Injuries",5
"Canaan","0900510940","2017","Number","DUI Crashes",0
"Canaan","0900510940","2017","Number","DUI Fatalities",0
"Canaan","0900510940","2017","Number","DUI Injuries",0
"Canaan","0900510940","2018","Number","DUI Crashes",2
"Canaan","0900510940","2018","Number","DUI Fatalities",1
"Canaan","0900510940","2018","Number","DUI Injuries",3
"Canaan","0900510940","2019","Number","DUI Crashes",1
"Canaan","0900510940","2019","Number","DUI Fatalities",0
"Canaan","0900510940","2019","Number","DUI Injuries",0
"Canterbury","0901512130","2015","Number","DUI Crashes",2
"Canterbury","0901512130","2015","Number","DUI Fatalities",0
"Canterbury","0901512130","2015","Number","DUI Injuries",0
"Canterbury","0901512130","2016","Number","DUI Crashes",5
"Canterbury","0901512130","2016","Number","DUI Fatalities",0
"Canterbury","0901512130","2016","Number","DUI Injuries",2
"Canterbury","0901512130","2017","Number","DUI Crashes",4
"Canterbury","0901512130","2017","Number","DUI Fatalities",0
"Canterbury","0901512130","2017","Number","DUI Injuries",3
"Canterbury","0901512130","2018","Number","DUI Crashes",5
"Canterbury","0901512130","2018","Number","DUI Fatalities",1
"Canterbury","0901512130","2018","Number","DUI Injuries",1
"Canterbury","0901512130","2019","Number","DUI Crashes",7
"Canterbury","0901512130","2019","Number","DUI Fatalities",2
"Canterbury","0901512130","2019","Number","DUI Injuries",5
"Canton","0900312270","2015","Number","DUI Crashes",4
"Canton","0900312270","2015","Number","DUI Fatalities",0
"Canton","0900312270","2015","Number","DUI Injuries",2
"Canton","0900312270","2016","Number","DUI Crashes",6
"Canton","0900312270","2016","Number","DUI Fatalities",0
"Canton","0900312270","2016","Number","DUI Injuries",5
